player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Chris Andersen,DEN,32.3,Big,708,94,79,60,73,67,76,60,31,97,98,65,17,95,26,44,67,38,15,4,23,96,92,78,46,97,21,75,78,90,13,10,21,7,75,95,33,19,15,71,14,25,20,63,67,72,68,50,59,78,47,14,44,74,21,86,24,40,16,15,12,98,35,60,79,21,10,1,13,2,21,13,10,71,44,23,22,62,63,64,15,5,20,11,10,35,15,7,25,14,95,60,8,64,38,0,0,0,95,1,30,5,0,0,0,95,0,26,15,17,0
David Andersen,NOP,30.4,Big,191,42,5,31,10,42,0,94,0,14,41,33,70,28,33,22,26,98,94,93,98,23,35,98,79,94,61,77,98,67,28,98,99,91,98,84,1,0,0,79,100,100,100,70,1,3,5,0,0,98,100,97,100,92,87,92,99,68,100,94,92,63,90,59,22,93,9,98,98,100,87,86,89,48,0,95,44,83,45,61,94,85,97,46,32,57,7,89,72,81,39,7,100,81,95,0,0,0,1,12,97,92,0,92,90,42,0,9,97,24,70
David Andersen,TOR,30.4,Big,140,24,10,84,2,68,99,30,0,10,6,90,47,53,44,40,69,8,45,85,10,78,7,2,0,31,50,18,2,1,40,62,74,33,91,45,22,2,2,80,1,3,71,26,78,61,0,86,19,2,2,26,1,4,40,25,8,29,1,45,73,93,16,4,6,8,6,100,73,98,98,35,83,8,7,98,82,39,73,66,45,17,66,14,75,73,99,6,100,3,44,1,76,98,99,0,0,0,2,27,91,82,0,94,92,62,0,31,100,37,70
James Anderson,SAS,21.6,Wing,268,90,3,32,4,20,0,0,0,52,0,79,26,57,61,77,27,7,7,18,5,63,33,27,9,67,30,64,27,8,15,76,53,37,67,4,20,83,54,95,2,13,93,41,48,43,13,9,6,27,79,60,79,46,34,40,76,89,79,7,11,77,30,52,40,76,0,60,99,98,80,17,45,6,71,69,76,81,71,76,7,10,41,5,12,90,6,14,51,9,71,3,1,95,66,95,45,93,47,13,22,11,88,79,85,5,94,15,6,61,59
Ryan Anderson,ORL,22.5,Big,1342,38,41,74,58,45,83,14,88,23,10,27,65,89,53,43,95,75,80,41,70,88,59,54,63,43,80,18,54,30,81,66,67,56,76,40,51,40,42,64,86,86,41,15,79,53,62,49,54,54,75,68,79,50,39,71,79,78,74,80,62,87,94,88,90,45,37,19,51,29,15,37,24,39,5,7,1,83,99,99,80,60,85,48,45,84,52,63,84,46,87,40,14,29,13,10,82,68,13,2,16,2,99,100,100,69,71,16,96,25,88
Carmelo Anthony,DEN,26.4,Forward,1762,49,33,78,71,96,59,27,78,86,92,55,98,49,92,41,67,68,44,46,57,16,91,81,99,2,24,60,81,94,30,35,89,59,95,87,89,99,98,81,59,70,86,43,7,8,38,72,63,81,37,49,54,1,77,0,93,72,94,44,70,5,22,41,15,87,57,86,11,46,72,70,76,14,23,99,96,26,27,24,44,13,26,14,27,39,62,16,41,15,18,22,57,75,73,19,43,36,76,33,84,71,18,33,22,35,36,94,71,92,84
Carmelo Anthony,NYK,26.4,Wing,975,69,33,50,79,94,98,78,90,87,93,83,98,83,83,43,76,39,86,41,80,94,59,6,9,7,55,68,6,5,44,7,6,44,3,3,44,54,51,58,62,64,16,80,97,98,30,8,8,6,57,4,76,23,29,7,75,1,95,86,54,96,95,88,87,75,20,71,83,85,62,28,36,81,8,90,63,4,28,13,86,65,86,55,8,98,9,95,80,91,65,61,31,55,45,68,94,95,66,45,78,70,15,44,28,50,95,88,93,76,93
Joel Anthony,MIA,28.2,Big,1410,90,2,30,48,3,45,10,30,70,35,0,0,62,6,53,10,37,35,26,32,43,85,48,91,51,2,37,48,74,9,30,35,24,63,94,91,56,88,36,53,49,60,45,77,71,42,14,17,48,64,48,80,59,52,77,65,49,76,35,27,35,35,17,18,36,67,43,39,39,36,19,18,11,54,46,50,76,86,85,35,66,44,55,20,25,14,85,42,78,74,33,77,99,92,0,0,0,70,87,10,35,0,0,0,77,0,59,53,45,0
Gilbert Arenas,ORL,28.8,Combo,1027,65,63,12,39,88,0,0,12,41,41,51,73,6,59,41,14,47,66,83,54,1,82,27,48,44,19,56,27,88,29,28,6,4,44,61,6,88,36,93,8,33,63,37,16,14,47,87,79,27,1,87,1,58,81,51,1,96,1,66,93,3,4,23,3,82,43,70,89,90,99,51,90,9,81,39,60,14,93,82,66,3,14,12,1,4,5,34,57,54,10,6,61,35,35,25,20,19,16,65,45,53,37,82,78,8,20,71,59,92,80
Gilbert Arenas,WAS,28.8,Combo,708,90,59,20,8,65,0,49,59,29,82,31,84,29,73,43,22,41,40,59,33,30,58,46,20,84,60,71,46,17,43,45,61,41,81,90,17,3,2,36,38,35,56,81,37,62,27,43,33,46,87,27,94,90,15,96,60,56,74,40,39,46,75,30,24,51,36,66,96,94,47,33,34,26,35,27,22,72,91,88,40,89,95,88,43,98,41,93,90,89,27,35,37,90,84,0,38,23,8,31,80,67,18,88,80,45,27,41,88,31,45
Trevor Ariza,NOP,25.3,Wing,2589,65,93,64,52,83,79,98,20,74,31,51,50,23,50,50,29,44,55,65,75,9,73,36,6,88,85,38,36,26,85,74,16,73,2,2,21,81,54,9,48,24,27,33,56,46,82,63,76,36,78,66,74,80,94,63,66,46,59,55,59,15,85,57,38,78,87,71,36,51,17,25,14,91,56,3,5,68,64,67,55,44,95,16,74,86,18,27,81,19,19,45,22,12,11,18,16,18,84,46,21,23,59,48,48,36,19,52,55,58,41
Hilton Armstrong,WAS,25.9,Big,398,55,68,17,43,51,97,95,0,42,69,97,12,37,22,51,2,16,7,9,19,55,50,63,70,86,75,6,63,55,41,26,95,77,97,66,11,52,24,97,50,90,49,20,67,47,23,71,55,63,55,11,63,5,12,7,89,27,90,7,14,55,2,21,11,67,49,88,8,25,2,54,15,3,44,87,86,30,85,75,7,7,12,24,72,25,75,4,7,11,37,43,64,33,46,0,0,0,51,80,51,60,0,0,0,40,0,75,78,56,0
Carlos Arroyo,BOS,31.3,Combo,170,0,71,94,94,27,0,0,0,78,55,0,4,14,33,71,4,39,43,61,41,59,9,41,25,29,77,94,41,32,68,87,77,79,62,34,40,49,41,67,11,19,30,16,44,21,54,96,92,41,39,77,21,63,99,41,32,47,24,43,45,41,35,35,17,79,65,42,80,71,69,73,84,52,65,99,100,9,0,1,43,78,60,79,20,37,45,91,79,84,4,8,37,6,8,0,0,0,4,59,100,100,45,16,14,0,0,27,14,14,82
Carlos Arroyo,MIA,31.3,Point,962,7,0,71,50,16,0,76,46,12,24,84,5,79,3,16,62,30,3,2,7,88,55,97,99,12,50,90,97,99,64,33,73,92,14,14,100,88,99,99,61,98,9,72,5,15,90,100,100,97,32,11,40,19,57,19,35,8,46,3,4,95,21,90,95,55,3,3,8,3,86,59,36,23,65,83,88,1,72,32,3,0,5,0,5,100,2,0,1,0,86,10,72,93,95,84,0,96,0,7,98,98,97,5,47,69,98,7,0,5,19
Darrell Arthur,MEM,22.6,Big,1573,62,81,28,33,32,64,15,94,23,27,57,75,47,47,27,62,47,14,17,43,26,34,86,80,86,57,48,86,90,55,85,80,68,84,42,62,87,86,88,49,73,91,54,57,60,23,4,3,86,39,84,32,61,68,72,22,96,16,14,21,25,77,25,35,32,32,46,13,22,21,66,47,20,30,83,73,57,52,54,14,54,87,40,30,43,23,68,66,65,41,65,80,68,78,0,0,0,24,51,87,84,68,69,69,48,0,22,40,22,0
Omer Asik,CHI,24.3,Big,926,88,47,23,95,76,84,19,7,100,47,12,17,38,31,53,9,85,41,29,50,82,84,95,95,99,74,17,95,94,75,83,80,54,91,96,28,74,57,80,48,62,83,10,33,10,64,61,65,95,80,96,63,85,92,67,60,70,51,41,31,82,82,94,92,71,20,78,59,73,45,32,33,51,19,86,71,14,40,29,41,25,81,28,32,38,17,30,64,47,62,9,64,99,97,0,0,0,100,1,7,0,0,0,0,64,0,91,80,56,0
D.J. Augustin,CHA,23.0,Point,2739,9,7,83,43,31,0,57,91,67,74,78,48,81,67,60,91,35,87,83,93,9,41,5,5,23,14,60,5,13,20,26,21,32,19,5,25,9,8,63,30,39,25,5,79,34,59,91,88,5,6,19,5,12,6,4,11,38,12,87,94,13,49,2,8,5,46,19,69,49,27,95,90,67,1,8,1,86,99,98,87,79,65,71,28,68,22,88,89,85,55,36,24,86,60,39,40,40,78,16,26,12,45,74,66,59,38,48,48,60,60
Luke Babbitt,POR,21.4,Forward,107,10,2,22,57,63,0,35,0,14,75,96,86,2,25,12,8,4,1,0,31,60,5,77,98,0,86,7,77,52,53,1,29,43,24,88,99,86,98,97,62,96,1,97,96,99,3,89,53,77,96,3,95,97,48,98,82,4,73,1,0,75,78,96,89,92,1,26,33,26,2,8,3,14,11,82,56,86,73,80,1,0,34,0,0,7,0,35,69,22,2,8,16,12,8,0,0,0,63,84,14,45,35,76,53,4,0,84,90,73,8
Leandro Barbosa,TOR,27.9,Combo,1348,43,47,51,14,10,80,53,41,37,31,61,61,63,18,8,86,61,73,68,32,64,78,39,67,27,41,14,39,54,34,70,52,37,71,93,83,1,13,53,62,59,84,79,73,85,10,2,1,39,26,81,17,37,81,46,27,85,15,73,67,84,81,86,88,60,9,90,45,76,83,58,73,88,10,2,0,98,87,93,73,26,67,23,72,86,66,14,60,14,76,55,49,27,31,50,40,40,92,14,16,6,84,39,53,90,43,39,35,49,31
J.J. Barea,DAL,26.3,Combo,1593,12,0,29,57,39,0,67,66,67,57,80,86,61,88,61,47,60,62,51,62,77,42,54,52,83,3,41,54,60,3,56,8,15,18,30,50,40,42,67,79,81,53,65,75,80,6,32,15,54,90,54,89,78,39,76,87,52,87,62,40,73,40,58,73,24,51,56,10,14,69,68,74,92,97,8,44,30,13,15,62,92,40,94,83,85,74,87,46,88,65,49,59,22,33,39,63,56,78,84,10,33,24,49,41,67,57,94,90,88,88
Andrea Bargnani,TOR,25.0,Big,2344,21,12,98,1,15,73,4,92,50,78,60,99,50,72,34,80,53,73,87,66,6,69,25,18,33,85,87,25,14,80,45,43,70,16,25,72,51,67,4,44,11,17,24,55,39,82,89,92,25,63,23,75,33,17,39,82,29,87,73,86,6,8,10,7,43,94,22,95,84,4,92,59,22,86,56,74,13,70,51,73,81,21,92,66,42,85,78,44,86,37,25,75,81,84,0,36,46,6,68,76,80,72,91,90,31,46,62,35,81,92
Matt Barnes,LAL,30.6,Wing,983,86,81,7,98,86,87,95,49,79,61,82,37,69,60,62,7,13,13,35,5,35,31,31,69,37,15,14,31,75,12,17,28,23,46,83,55,46,50,50,62,58,51,78,80,88,71,3,8,31,4,37,7,3,51,6,15,73,17,13,9,44,47,14,32,18,35,15,25,16,68,19,33,49,40,3,3,96,91,93,13,96,61,97,58,38,51,97,77,98,74,50,66,66,61,41,8,20,93,35,2,6,79,41,53,95,18,25,16,7,78
Earl Barron,PHX,29.2,Big,170,33,88,8,60,40,97,35,0,56,45,61,63,1,8,2,31,72,47,56,9,99,1,84,37,99,95,27,84,85,92,99,87,99,2,6,100,41,99,96,0,1,83,99,0,19,4,85,49,84,65,58,83,54,97,46,65,7,89,47,34,82,21,16,21,17,76,48,8,13,96,94,97,26,44,99,98,11,8,8,47,81,54,80,91,0,98,50,58,52,1,3,5,16,3,0,0,0,34,72,69,75,0,0,0,1,0,48,44,37,0
Brandon Bass,ORL,25.5,Big,1956,37,13,86,36,33,30,21,90,63,29,35,71,73,37,24,65,40,18,34,35,17,23,75,53,89,18,92,75,66,29,58,63,53,69,33,39,76,63,40,79,65,8,24,78,60,57,95,92,75,78,34,85,85,73,84,64,28,73,18,33,18,17,25,14,67,40,18,68,40,54,72,71,48,84,98,99,1,3,1,18,29,35,34,52,18,48,26,39,37,59,61,67,87,87,0,0,0,31,44,83,77,0,59,51,61,0,53,57,47,0
Tony Battie,PHI,34.7,Big,361,69,14,13,4,85,0,35,0,9,13,90,24,19,40,56,76,21,4,3,81,2,43,83,98,10,70,11,83,92,44,86,76,55,86,46,96,58,90,97,97,99,87,97,18,73,5,6,3,83,10,90,5,83,29,90,2,98,1,4,19,3,1,10,5,62,67,4,15,4,39,31,27,1,85,97,99,36,42,40,4,2,0,5,54,13,95,1,1,3,27,84,87,39,55,0,0,0,8,69,92,97,88,79,82,24,0,8,15,20,70
Shane Battier,HOU,32.1,Wing,1808,99,45,67,71,74,55,72,5,33,66,45,12,82,70,93,28,87,81,65,95,12,96,77,36,69,80,88,77,65,78,64,88,80,83,31,74,60,76,8,17,7,79,6,55,19,76,41,54,77,47,73,33,63,78,45,26,34,21,81,84,30,59,23,22,47,37,75,25,54,84,62,77,59,79,33,54,74,29,44,81,58,64,46,11,56,6,82,57,79,93,29,96,84,99,71,41,75,33,81,2,15,93,64,87,92,77,22,26,37,35
Shane Battier,MEM,32.1,Forward,531,29,55,92,84,24,73,75,0,12,80,0,2,18,27,73,57,60,74,40,88,70,25,33,56,54,36,10,33,49,3,78,51,43,57,70,74,37,60,38,32,32,52,55,55,58,91,15,42,33,41,86,33,93,95,76,7,69,8,74,46,88,25,25,58,10,22,88,3,35,71,94,95,24,25,44,30,97,69,85,74,69,13,76,15,14,37,94,18,91,16,20,94,0,88,28,0,12,41,96,2,27,94,41,75,45,12,80,94,55,88
Nicolas Batum,POR,21.9,Forward,2500,67,47,55,67,29,61,61,90,33,76,84,43,69,41,47,88,37,65,43,49,81,62,17,12,12,70,46,17,9,57,56,70,56,69,39,27,7,7,32,30,28,22,40,54,49,68,78,79,17,25,45,16,9,28,3,48,32,47,65,53,86,72,93,93,79,27,37,82,64,63,33,44,61,73,47,60,11,49,34,65,12,19,11,18,17,43,17,43,7,71,75,47,57,51,47,29,57,55,22,43,14,82,69,78,78,57,14,24,14,51
Jerryd Bayless,NOP,22.2,Point,142,67,2,17,47,50,0,0,0,97,52,97,83,16,48,10,9,6,4,12,1,57,7,49,97,0,1,85,49,91,0,31,8,20,9,51,2,55,7,99,98,100,50,6,53,18,94,66,84,49,43,72,33,73,4,91,30,94,29,4,4,58,4,91,23,100,41,3,5,2,29,95,83,16,3,98,75,65,57,60,4,1,1,2,6,100,29,2,4,2,2,22,3,98,16,0,0,0,67,55,41,38,57,43,45,19,0,62,84,19,93
Jerryd Bayless,TOR,22.2,Combo,1289,27,10,16,53,82,82,63,44,90,80,55,69,76,80,69,41,24,29,14,30,82,68,28,73,11,21,18,28,62,11,21,28,26,46,71,71,56,70,47,51,51,74,71,26,41,20,46,35,28,17,27,23,57,31,60,10,21,17,29,17,63,52,71,79,45,9,65,8,14,64,33,45,72,26,17,11,93,61,77,29,45,16,66,60,16,82,39,20,48,51,24,84,49,65,71,45,53,86,12,51,29,65,37,39,57,55,61,55,82,33
Michael Beasley,MIN,21.8,Forward,2350,69,24,49,73,49,65,20,37,55,45,86,94,20,80,29,43,69,46,61,73,20,16,81,84,34,71,82,81,85,64,20,79,50,90,74,37,95,91,76,52,67,24,59,70,72,14,72,52,81,32,27,36,7,49,5,79,17,87,46,65,23,54,25,50,19,44,80,63,80,33,75,68,58,80,68,81,35,12,16,46,56,59,65,61,34,69,60,48,65,20,45,67,63,67,31,69,74,37,92,80,96,14,35,24,33,69,98,86,86,98
