player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Shandon Anderson,MIA,30.8,Forward,1116,37,76,13,33,54,50,20,75,0,0,0,7,54,39,87,20,69,50,45,57,22,92,76,79,83,42,35,58,38,90,85,62,93,90,32,78,65,88,37,62,28,54,85,82,35,41,36,84,91,79,69,80,51,86,77,89,63,26,60,46,23,79,71,24,58,43,22,62,43,32,49,82,78,62,22,33,34,51,28,84,57,81,14,21,15,46,57,50,91,74,5,0,0,76,65,48,50,67,22,37,80,3,33,30,28,11
Carmelo Anthony,DEN,20.4,Forward,2597,35,30,85,61,43,28,2,69,0,0,0,98,76,78,35,39,72,80,85,22,50,92,48,54,30,46,65,61,54,84,73,81,45,55,84,27,51,41,33,32,93,37,11,12,16,59,40,35,83,31,59,97,45,26,43,26,67,38,80,77,79,61,75,39,80,75,30,16,16,99,16,20,10,13,13,10,94,77,88,84,48,72,94,75,85,30,37,22,52,35,0,21,25,85,11,76,43,20,52,35,43,25,61,33,57,96
Rafael Araujo,TOR,24.2,Big,706,9,57,6,55,55,0,91,76,0,0,0,46,34,12,10,13,39,28,47,43,37,9,58,16,65,73,67,59,54,35,30,71,7,16,24,82,60,19,10,5,24,33,26,21,85,94,96,23,11,30,59,2,76,18,9,20,49,44,59,46,67,22,89,56,53,55,29,15,15,91,65,54,63,5,11,6,13,81,15,15,26,18,28,87,28,28,42,16,48,24,0,0,0,59,64,48,48,84,78,79,29,0,63,79,26,74
Gilbert Arenas,WAS,22.8,Wing,3266,31,81,77,32,41,59,22,62,0,0,0,92,94,95,77,50,93,97,77,91,69,98,46,74,77,5,53,80,6,88,26,28,34,72,99,43,93,31,9,8,79,19,17,11,42,78,70,35,95,33,73,79,77,18,86,19,91,63,98,94,93,73,65,81,64,74,38,20,20,99,72,3,7,33,51,44,92,99,76,79,93,55,92,98,80,69,70,24,76,46,5,72,50,50,61,24,26,23,88,68,70,52,99,94,95,97
Trevor Ariza,NYK,19.3,Wing,1333,69,92,23,92,73,81,66,13,0,0,0,35,55,30,40,21,62,36,49,17,82,78,81,90,59,22,61,91,12,38,70,36,91,65,86,93,96,20,92,72,10,95,35,80,34,83,72,55,51,45,70,50,76,31,40,24,33,89,72,70,87,21,49,24,41,33,21,81,64,98,18,65,42,2,18,5,60,65,57,47,39,41,66,66,67,21,49,11,29,10,0,0,0,95,45,63,54,13,3,7,45,0,57,58,14,5
Darrell Armstrong,DAL,36.4,Point,508,96,78,22,96,50,0,85,67,0,0,0,11,15,54,93,17,83,53,10,42,98,58,93,91,80,12,53,93,47,3,9,8,37,9,100,96,100,96,17,64,26,98,25,82,79,18,37,94,5,99,84,27,99,89,2,96,15,98,96,84,98,5,37,5,46,20,25,5,4,9,82,5,16,92,98,99,76,48,81,94,91,96,42,4,48,2,20,4,9,6,0,3,5,59,43,39,35,83,56,65,6,5,70,69,85,35
Darrell Armstrong,NOP,36.4,Point,415,59,39,65,94,48,94,91,0,0,0,0,69,7,46,26,69,18,9,9,21,34,87,55,32,74,66,39,53,25,11,52,39,55,13,61,67,71,69,49,62,34,71,89,91,45,8,12,70,5,85,63,41,68,79,7,88,32,54,22,12,20,17,20,22,15,13,60,21,28,7,32,63,51,80,90,89,2,20,2,16,12,17,1,39,2,15,28,11,52,41,0,10,9,17,2,61,31,69,85,85,28,9,15,4,19,63
Carlos Arroyo,DET,25.3,Point,653,20,50,26,57,24,0,0,30,0,0,0,52,30,67,70,19,24,74,14,98,55,98,4,2,67,5,68,11,8,32,3,4,15,63,10,0,1,41,5,6,26,24,80,62,56,66,66,16,89,7,81,39,40,7,90,4,55,49,18,65,65,49,65,45,5,5,5,52,20,73,73,57,69,41,9,13,72,30,82,89,80,93,58,37,65,6,15,26,30,31,0,0,0,72,19,94,91,15,7,7,17,0,69,61,35,2
Carlos Arroyo,UTA,25.3,Point,738,54,17,52,33,11,0,0,79,0,0,0,56,31,81,76,43,2,3,2,29,43,54,17,22,39,41,7,15,18,25,5,25,2,4,30,51,41,89,39,76,46,18,58,31,28,84,72,64,31,60,24,93,4,84,24,91,5,51,69,23,62,6,19,13,9,5,5,4,2,59,5,97,85,2,28,8,12,54,14,50,99,31,5,37,7,19,72,17,26,19,0,0,95,46,44,96,94,7,13,13,22,95,56,69,17,98
Chucky Atkins,LAL,30.2,Point,2904,13,13,83,17,9,0,46,65,0,0,0,28,74,11,11,74,71,94,87,92,23,96,18,34,11,21,69,21,31,20,12,31,11,35,9,34,13,58,85,86,17,20,89,73,70,63,68,78,37,92,53,3,70,85,47,91,87,33,87,81,41,97,94,73,73,79,30,55,45,78,38,61,53,7,41,24,93,87,93,63,82,81,97,89,93,91,76,24,67,57,31,85,80,28,11,20,15,85,91,89,69,80,17,46,37,30
Stacey Augmon,ORL,36.3,Wing,604,66,63,13,94,23,0,29,34,0,100,0,14,31,16,33,32,35,55,22,80,90,38,22,25,46,30,23,24,20,74,5,11,16,22,64,80,81,59,7,14,80,88,69,87,2,5,1,90,85,82,89,89,89,62,81,35,41,81,30,35,59,17,7,44,45,43,11,83,66,37,90,32,64,35,54,46,46,6,63,29,25,51,52,10,63,4,24,46,2,11,0,0,0,79,100,43,89,0,0,0,8,0,84,47,72,0
Vin Baker,NYK,32.9,Big,156,41,9,13,83,18,0,16,0,0,0,0,47,3,51,56,6,2,47,74,2,98,52,0,0,96,1,35,0,0,1,1,0,85,7,15,6,4,0,5,0,0,93,98,99,100,21,76,4,0,18,44,1,56,5,0,12,50,99,61,96,99,14,7,91,78,94,62,94,91,84,48,48,47,30,22,22,4,10,2,5,54,5,7,37,3,5,1,78,63,72,0,0,0,48,66,64,64,0,0,0,5,0,98,99,88,0
Marcus Banks,BOS,23.0,Point,1062,98,93,13,85,67,0,59,28,0,0,0,15,93,17,41,15,49,10,9,13,92,53,95,94,89,30,17,97,39,54,13,15,33,71,18,97,89,44,94,91,75,72,45,61,36,12,14,61,76,68,33,29,62,72,84,69,11,93,92,70,92,17,24,24,10,9,43,18,22,71,58,67,67,30,15,15,18,75,12,67,76,16,15,35,17,26,48,2,15,7,0,20,32,100,22,30,19,44,35,33,33,34,72,59,59,20
Leandro Barbosa,PHX,21.9,Combo,981,46,19,18,79,39,0,0,55,0,0,0,47,84,39,32,14,6,4,11,4,29,52,35,53,12,81,20,36,84,33,59,80,27,63,84,57,75,14,47,28,39,76,55,71,41,42,39,47,29,44,84,60,94,24,58,19,9,36,10,51,30,75,52,23,10,11,24,22,16,41,51,58,55,52,54,52,1,10,3,2,73,3,3,12,7,100,96,49,74,60,29,80,72,86,49,5,5,68,86,77,100,74,70,40,86,88
Matt Barnes,SAC,24.6,Wing,638,53,88,15,91,65,99,96,4,0,0,0,5,39,34,74,5,81,81,45,68,96,68,65,40,84,52,22,45,71,89,87,98,14,88,40,9,14,31,52,38,84,90,30,69,30,4,6,83,51,87,21,54,23,98,29,97,41,98,87,90,93,52,82,32,75,70,54,15,20,43,85,83,92,8,10,7,68,64,56,96,51,90,26,68,21,24,19,60,83,76,0,0,0,85,90,36,60,23,23,15,49,0,43,32,24,95
Andre Barrett,HOU,22.7,Point,287,0,81,17,28,2,0,72,0,0,0,0,4,6,6,28,24,59,53,56,65,59,20,62,48,56,77,41,75,20,82,46,68,14,7,49,57,53,91,34,65,98,3,61,15,2,19,7,8,82,4,2,7,2,68,91,59,62,30,93,54,88,8,33,20,90,61,13,58,31,82,60,2,2,99,78,92,49,85,36,46,97,12,53,48,57,11,9,17,54,15,9,0,11,11,57,6,11,100,57,96,11,11,0,54,0,33
Andre Barrett,ORL,22.7,Point,153,70,20,31,83,35,100,94,0,0,0,0,33,46,20,19,35,98,75,19,58,100,100,100,100,16,100,2,87,99,80,100,100,100,94,25,84,61,99,98,100,74,51,87,82,18,5,4,46,3,77,42,21,59,38,1,79,24,99,100,100,100,78,16,67,71,80,1,13,4,56,86,20,44,98,13,53,89,98,60,73,12,75,98,86,80,81,65,89,93,93,0,0,0,20,17,81,57,89,30,50,85,0,46,94,26,56
Brent Barry,SAS,32.8,Wing,1652,56,16,68,17,50,44,59,73,0,0,0,26,88,83,95,67,28,33,39,13,59,76,31,44,27,91,16,25,92,26,74,71,72,67,25,55,36,39,40,37,62,21,70,47,42,36,37,17,19,22,45,30,68,18,49,17,53,55,35,49,55,37,56,29,35,25,27,75,43,12,37,39,32,39,98,92,11,31,13,22,66,20,12,28,18,89,96,40,23,28,8,78,46,29,28,5,4,86,98,98,94,46,16,23,35,50
Jon Barry,ATL,35.3,Combo,274,70,77,26,30,16,0,68,0,0,0,0,16,40,21,40,51,35,85,83,96,7,38,4,54,32,0,3,21,0,11,11,6,47,34,39,62,52,94,12,50,92,60,25,31,40,8,12,17,26,22,3,11,3,80,31,70,57,4,84,13,27,11,78,68,2,11,94,95,98,48,54,20,24,65,83,80,100,96,100,96,99,86,100,95,100,79,98,5,26,14,0,58,74,33,25,46,32,77,81,79,53,62,2,4,12,5
Jon Barry,HOU,35.3,Wing,1190,28,76,81,28,36,0,60,96,0,0,0,32,79,86,95,41,92,82,88,73,30,78,91,92,79,28,45,93,20,77,16,15,25,72,76,79,86,56,85,82,52,54,23,27,11,90,70,94,93,92,80,67,66,92,91,94,92,47,61,25,27,38,78,17,97,85,51,72,68,45,43,44,37,21,80,68,62,57,53,54,80,25,63,29,68,95,41,33,90,86,92,93,94,11,30,51,36,80,90,88,52,94,45,27,47,93
Tony Battie,ORL,28.7,Big,1900,63,21,49,13,56,66,71,59,0,89,0,10,29,16,29,29,38,26,40,27,18,35,61,72,45,33,74,55,30,46,73,44,90,87,35,17,18,84,44,67,91,37,20,19,36,28,28,78,34,81,63,53,62,85,49,88,31,29,12,18,15,37,54,33,36,31,83,64,78,13,83,55,75,71,59,63,41,33,49,86,65,85,18,34,25,40,51,66,68,69,0,0,0,20,75,75,87,82,66,74,47,0,22,21,41,0
Shane Battier,MEM,26.1,Forward,2493,87,74,72,70,33,63,9,67,0,96,0,11,80,26,63,83,94,88,66,88,75,34,89,76,38,92,91,65,98,23,79,87,53,41,21,83,63,63,88,89,65,55,20,26,77,43,55,91,28,94,46,59,55,97,35,95,70,77,49,85,67,93,59,59,62,64,46,69,61,26,76,45,61,50,66,61,45,44,39,47,20,57,48,61,46,70,39,78,9,30,73,75,84,67,61,9,20,93,57,76,46,81,57,70,61,70
Raja Bell,UTA,28.1,Wing,1783,21,25,17,42,46,86,49,28,0,0,0,59,38,23,16,69,39,64,53,66,47,48,22,30,33,54,22,17,66,58,52,41,60,62,86,39,63,53,12,18,41,75,81,86,53,9,15,26,68,43,18,78,27,56,69,66,58,50,83,34,39,41,43,58,82,85,72,48,60,3,40,93,88,70,63,67,67,68,57,27,66,26,78,78,74,63,47,54,91,92,78,76,85,14,32,97,94,54,31,35,66,86,13,31,14,41
Travis Best,BKN,32.3,Combo,1389,54,74,19,23,14,72,40,92,0,0,0,32,74,33,37,79,15,29,31,41,49,63,14,24,27,29,17,19,11,22,11,11,22,50,17,67,43,42,22,21,37,50,87,83,33,26,24,52,68,41,70,21,78,25,72,12,39,51,30,48,68,18,65,24,51,40,33,10,11,58,31,52,41,64,49,55,44,8,55,79,25,69,22,5,26,54,67,51,72,75,65,47,38,49,37,81,75,37,32,26,70,40,61,65,42,30
Mike Bibby,SAC,26.5,Point,3083,85,57,78,80,56,69,33,53,0,0,0,76,85,37,17,83,53,46,59,85,1,79,58,64,16,35,89,89,33,8,18,17,36,38,26,88,71,93,23,63,13,22,70,47,87,86,91,7,30,6,12,2,18,13,72,9,62,5,46,15,10,49,61,41,28,25,27,94,79,37,17,56,34,29,87,75,79,80,75,62,43,70,76,91,63,69,96,69,59,67,50,53,57,24,28,72,56,56,65,54,74,59,24,19,22,41
Andris Biedrins,GSW,18.6,Big,357,78,82,1,90,71,98,26,5,0,0,0,11,83,25,44,68,94,99,99,41,97,54,34,97,43,9,0,88,17,15,4,2,44,99,76,98,97,30,22,18,93,48,86,80,29,1,1,16,53,13,10,48,21,36,32,22,82,95,93,98,96,96,95,17,4,3,92,89,96,78,9,6,1,99,86,96,94,89,88,99,13,99,61,89,57,97,90,13,1,7,0,0,0,97,41,2,6,0,0,0,97,0,49,22,88,0
Chauncey Billups,DET,28.1,Combo,2860,35,21,88,42,26,63,58,100,0,0,0,67,98,77,77,56,84,78,95,42,19,14,74,96,21,22,82,90,46,36,68,62,63,92,80,79,87,71,64,74,25,80,42,64,90,40,63,52,43,72,52,30,66,50,83,70,83,22,33,52,39,69,57,60,70,75,66,100,99,22,80,8,20,91,92,93,51,38,42,36,2,64,62,76,47,96,49,86,65,82,87,96,96,39,40,28,21,56,93,82,67,96,67,56,79,84
Steve Blake,WAS,24.7,Point,607,0,9,69,91,69,0,69,58,0,0,0,19,17,2,4,37,13,19,28,43,21,28,21,33,26,38,24,20,52,21,48,65,23,40,11,57,23,63,72,78,50,88,73,89,50,4,7,60,19,61,25,85,12,76,32,81,19,20,20,30,25,50,51,19,0,1,25,92,80,35,39,24,22,97,72,87,27,25,40,24,59,29,43,27,49,30,6,13,4,4,19,100,82,4,20,43,28,98,74,93,2,82,13,6,50,61
Mark Blount,BOS,28.9,Big,2129,44,20,72,34,11,30,26,53,0,87,0,63,55,82,78,21,40,29,41,32,23,26,57,38,30,76,98,55,86,35,97,94,87,83,49,48,45,42,4,4,59,80,16,36,74,37,50,15,6,23,35,48,59,15,12,16,46,21,9,26,21,50,84,20,86,73,43,29,29,5,62,99,99,9,14,9,13,31,22,19,8,45,22,39,27,81,74,56,95,92,0,0,0,40,55,78,72,69,0,51,81,0,19,53,11,0
Keith Bogans,CHA,24.5,Wing,1762,19,66,41,68,41,95,20,22,0,0,0,73,15,50,31,28,55,79,70,13,92,72,29,15,65,36,61,35,63,45,47,50,46,21,35,7,9,69,58,68,79,44,57,51,35,15,17,11,38,13,8,55,17,36,27,27,57,89,78,96,96,67,47,82,86,90,20,17,10,94,73,12,22,17,41,32,39,50,24,50,54,31,37,55,27,8,12,25,54,32,47,22,28,71,75,34,50,52,47,47,10,27,62,69,51,64
Matt Bonner,TOR,24.6,Big,1506,11,59,34,25,13,37,14,80,0,91,0,43,61,38,37,98,48,58,39,35,86,64,35,57,53,34,23,52,39,28,47,45,52,80,58,15,28,67,68,73,39,82,78,87,20,19,16,28,39,34,55,32,57,21,54,28,40,85,53,86,76,85,32,24,44,33,86,19,55,37,29,53,40,91,50,71,43,20,49,40,50,45,53,14,54,96,52,95,97,98,94,100,100,9,30,82,66,93,91,91,94,100,40,95,46,74
Calvin Booth,DAL,28.5,Big,224,84,89,3,14,29,0,73,0,0,0,0,30,18,6,5,97,17,7,2,26,48,54,65,71,83,61,3,24,26,1,26,33,28,76,48,4,8,37,97,97,11,97,73,96,88,8,26,99,1,99,89,63,94,98,2,97,9,51,48,41,14,85,1,27,33,23,2,33,7,52,55,71,70,24,34,30,2,40,1,8,23,5,2,28,2,17,80,29,33,24,0,0,0,23,32,91,84,0,80,78,21,0,39,45,34,0
Calvin Booth,MIL,28.5,Big,153,81,67,66,35,49,0,84,0,0,0,0,0,99,4,35,16,18,12,62,28,0,23,47,67,16,72,66,94,62,58,59,93,8,4,83,93,95,56,54,52,96,31,19,16,96,2,15,1,24,1,2,28,1,8,42,9,43,0,5,4,3,24,98,99,11,79,9,42,25,0,95,45,83,87,100,99,44,24,74,80,0,100,21,72,24,100,100,99,93,99,0,0,0,39,86,52,74,0,0,0,100,0,25,0,88,0
